M_PR_UID	M_PR_NAME	M_PR_INCHIKEY	M_PR_SMILE-CAN-OB	M_PR_FORMULA	M_PR_CHARGE
1468219387	2dmmql8	FGYPGICSXJEKCG	CC(=CCCC(=CCCC(=CCCC(=CCc1cc(O)c2c(c1O)cccc2)C)C)C)CCC=C(CCC=C(CCC=C(CCC=C(C)C)C)C)C	C50H72O2	0.0
1468219600	buts	QDHFHIQKOVNCNC	CCCCS(=O)(=O)[O-]	C4H9O3S-	-1.0
1468220201	34620-76-3	FJCUPROCOFFUSR	OCC(C(C(C(C=O)O)O)OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O)O	C30H52O26	0.0
1468220225	5-deoxy-D-ribose	WDRISBUVHBMJEF	O=CC(C(C(O)C)O)O	C5H10O4	0.0
1468220717	PA	OZSITQMWYBNPMW	CCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCC)COP(=O)(O)O	C31H61O8P	0.0
1468223384	2-O-(4-deoxy-beta-L-threo-hex-4-enopyranuronosyl)-alpha-L-rhamnopyranose	PBUKNNGDHZLXKG	OC1C=C(OC(C1O)OC1C(O)OC(C(C1O)O)C)C(=O)O	C12H18O10	0.0
1468223891	alpha-D-Manp-(1->6)-alpha-D-Manp-(1->6)-alpha-D-Manp-(1->6)-D-Manp	DFKPJBWUFOESDV	OCC1OC(OCC2OC(OCC3OC(OCC4OC(O)C(C(C4O)O)O)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O	C24H42O21	0.0
1468223899	alpha-D-Manp-(1->6)-alpha-D-Manp-(1->6)-alpha-D-Manp-(1->6)-alpha-D-Manp-(1->6)-D-Manp	JKJNEIZIUZSCIE	OCC1OC(OCC2OC(OCC3OC(OCC4OC(OCC5OC(O)C(C(C5O)O)O)C(C(C4O)O)O)C(C(C3O)O)O)C(C(C2O)O)O)C(C(C1O)O)O	C30H52O26	0.0
1468225582	heme d cis-diol	GFRHEDKPMCXPFU	C=Cc1c(C)c2n3c1C=C1[N+]4=C(C(C1(C)O)(O)CCC(=O)O)C=c1n5[Fe-2]34[N+]3=C(C(=C(C3=C2)C=C)C)C=c5c(c1CCC(=O)O)C	C34H34FeN4O6	0.0
1468225732	1tdecg3p	FAZBDRGXCKPVJU	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)O	C17H35O7P	0.0
1468225787	1ddecg3p	STTKJLVEXMKLNA	CCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)O	C15H31O7P	0.0
1468230967	3-hydroxy-4-methoxybenzoate	LBKFGYZQBSGRHY	COc1ccc(cc1O)C(=O)[O-]	C8H7O4-	-1.0
1468231118	1-hexadecyl-sn-glycerol 3-phosphate	XLVRFPVHQPHXAA	CCCCCCCCCCCCCCCCOCC(COP(=O)(O)O)O	C19H41O6P	0.0
1468231761	19-hydroxyprostaglandin H2	MTVPUJQVDLAVML	CC(CCCC(C=CC1C2OOC(C1CC=CCCCC(=O)O)C2)O)O	C20H32O6	0.0
1468232135	20-oxoleukotriene B4	LVLQYGYNBVIONY	O=CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O	C20H30O5	0.0
1468235345	1-myristoyl-sn-glycero-3-phosphocholine	VXUOFDJKYGDUJI	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCC[N+](C)(C)C)[O-])O	C22H46NO7P	0.0
1468244802	6-O-galloyl-beta-D-glucose	VGVDLJNNDOFWKT	OC1OC(COC(=O)c2cc(O)c(c(c2)O)O)C(C(C1O)O)O	C13H16O10	0.0
1468253015	2-hydroxybenzoyl-CoA(4-)	YTKKDFTVSNSVEE	O=C(NCCSC(=O)c1ccccc1O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O	C28H36N7O18P3S----	-4.0
1468260865	beta-D-Galp-(1->3)-beta-D-GlcpNAc-(1->3)-beta-D-Galp-(1->3)-beta-D-GlcpNAc	BGNMOHFJOGAMFR	OCC1OC(OC2C(NC(=O)C)C(O)OC(C2O)CO)C(C(C1O)OC1OC(CO)C(C(C1NC(=O)C)OC1OC(CO)C(C(C1O)O)O)O)O	C28H48N2O21	0.0
1468264751	(-)-epicatechin-3-O-gallate	LSHVYAFMTMFKBA	Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1ccc(c(c1)O)O	C22H18O10	0.0
1468266440	isopentadecanoyl-CoA	TZHWAJXXUMOTBV	CC(CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O)C	C36H60N7O17P3S----	-4.0
1468266448	3-dehydro-15-methylhexadecasphinganine	RGDAORVPVAQJHT	OCC(C(=O)CCCCCCCCCCCC(C)C)[NH3+]	C17H36NO2+	1.0
1468266456	15-methylhexadecasphinganine	VFYHIOGWELBGIK	OCC(C(CCCCCCCCCCCC(C)C)O)[NH3+]	C17H38NO2+	1.0
1468267952	Ser-Phe	PPQRSMGDOHLTBE	OCC(C(=O)NC(C(=O)O)Cc1ccccc1)N	C12H16N2O4	0.0
1468267960	15-methylhexadecasphinganine 1-phosphate	NWNOHXIGPZLKDY	CC(CCCCCCCCCCCC(C(COP(=O)([O-])[O-])[NH3+])O)C	C17H37NO5P-	-1.0
1468269722	3-hydroxy-3-phenylpropionyl-CoA	AAZZVFONLHYNDZ	O=C(NCCSC(=O)CC(c1ccccc1)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O	C30H44N7O18P3S	0.0
1468269849	(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one	CCVJVKWZZMMBHB	OC1COC(C1=O)(C)O	C5H8O4	0.0
1468269896	dehydrocyclopeptine	FYVKHLSOIIPVEH	O=c1[nH]c2ccccc2c(=O)n(c1=Cc1ccccc1)C	C17H14N2O2	0.0
1468277679	19(20)-EpDPE	OSXOPUBJJDUAOJ	CCC1OC1CC=CCC=CCC=CCC=CCC=CCCC(=O)O	C22H32O3	0.0
1468278110	Phe-Phe	GKZIWHRNKRBEOH	NC(C(=O)NC(C(=O)O)Cc1ccccc1)Cc1ccccc1	C18H20N2O3	0.0
1468278206	2-arachidonyl-sn-glycero-3-phosphoethanolamine	YWOCITMXHHTBAW	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COP(=O)(OCCN)O)CO	C25H44NO7P	0.0
1468278758	1agpg140	LUTDZDAPSDZVAL	CCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCC(CO)O)[O-])O	C20H40O9P-	-1.0
1468278765	1agpg180	HFJVKBVEKQHVTO	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCC(CO)O)[O-])O	C24H48O9P-	-1.0
1468278816	1,2-dihexadecanoyl-sn-glycero-3-phospho-D-myo-inositol	IBUKXRINTKQBRQ	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(OC1C(O)C(O)C(C(C1O)O)O)[O-]	C41H78O13P-	-1.0
1468278855	1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)	ATBOMIWRCZXYSZ	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(OCC(CO)O)[O-]	C40H74O10P-	-1.0
1468278924	16(17)-EpDPE	BCTXZWCPBLWCRV	CCC=CCC1OC1CC=CCC=CCC=CCC=CCCC(=O)O	C22H32O3	0.0
1468278956	PA	PORPENFLTBBHSG	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])[O-]	C35H67O8P--	-2.0
1468279798	1-hexadecanoyl-2-octadecanoyl-sn-glycero-3-phosphocholine	PZNPLUBHRSSFHT	CCCCCCCCCCCCCCCCCC(=O)OC(COP(=O)(OCC[N+](C)(C)C)[O-])COC(=O)CCCCCCCCCCCCCCC	C42H84NO8P	0.0
1468279846	PE(36:4)	DRIVXEVMDWCWLI	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(OCC[NH3+])[O-]	C41H74NO8P	0.0
1468282331	Ala-Tyr	ALZVPLKYDKJKQU	CC(C(=O)NC(C(=O)O)Cc1ccc(cc1)O)N	C12H16N2O4	0.0
1468283087	3-hydroxy-3-(4-hydroxyphenyl)propionyl-CoA	VDDFXUMTXCQMFM	O=C(NCCSC(=O)CC(c1ccc(cc1)O)O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O	C30H40N7O19P3S----	-4.0
1468283215	Gly-Ser	BCCRXDTUTZHDEU	OCC(C(=O)O)NC(=O)CN	C5H10N2O4	0.0
1468283223	Gly-Tyr	XBGGUPMXALFZOT	NCC(=O)NC(C(=O)O)Cc1ccc(cc1)O	C11H14N2O4	0.0
1468284152	Ser-Ser	XZKQVQKUZMAADP	OCC(C(=O)NC(C(=O)O)CO)N	C6H12N2O5	0.0
1468285155	Ala-Phe	OMNVYXHOSHNURL	CC(C(=O)NC(C(=O)O)Cc1ccccc1)N	C12H16N2O3	0.0
1468285163	Ala-Trp	WUGMRIBZSVSJNP	OC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)C(N)C	C14H17N3O3	0.0
1468285355	beta-Ala-Ala	OSOCQWFTTAPWEK	CC(C(=O)O)NC(=O)CCN	C6H12N2O3	0.0
1468285371	beta-Ala-Phe	FLJLAJANCPPHDW	NCCC(=O)NC(C(=O)O)Cc1ccccc1	C12H16N2O3	0.0
1468285530	Gly-Ala	VPZXBVLAVMBEQI	CC(C(=O)O)NC(=O)CN	C5H10N2O3	0.0
1468288786	pentadecanoyl-CoA	VLBCUOVMSMAIJC	CCCCCCCCCCCCCCC(=O)SCCN=C(CCN=C(C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)(O)O)O)n1cnc2c1ncnc2N)O)O)(C)C)O)O)O	C36H64N7O17P3S	0.0
1468289018	1-arachidonoyl-sn-glycero-3-phosphocholine	LAXQYRRMGGEGOH	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)(OCC[N+](C)(C)C)[O-])O	C28H50NO7P	0.0
1468289026	1-(5-hydroxy-2-oxo-2,3-dihydroimidazol-4-yl)urea	MLVVTNIFHMERMU	NC(=O)Nc1[nH]c(=O)[nH]c1O	C4H6N4O3	0.0
1468290577	1odecg3p	LAYXSTYJRSVXIH	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O	C21H41O7P--	-2.0
1468290859	Guanosine-2'-monophosphate	WTIFIAZWCCBCGE	OCC1OC(C(C1O)OP(=O)([O-])[O-])n1cnc2c1nc(N)[nH]c2=O	C10H12N5O8P--	-2.0
1468291257	1-oleoyl-2-palmitoyl-sn-glycero-3-phosphocholine	RRVPPYNAZJRZFR	CCCCCCCCCCCCCCCC(=O)OC(COP(=O)(OCC[N+](C)(C)C)[O-])COC(=O)CCCCCCCC=CCCCCCCCC	C42H82NO8P	0.0
1468292157	Ser-Ala	SSJMZMUVNKEENT	OCC(C(=O)NC(C(=O)O)C)N	C6H12N2O4	0.0
1468293181	1-stearoyl-2-arachidonoyl-sn-glycero-3-phosphocholine	PSVRFUPOQYJOOZ	CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(OCC[N+](C)(C)C)[O-]	C46H84NO8P	0.0
1468293189	1-lauroyl-sn-glycero-3-phosphocholine	BWKILASWCLJPBO	CCCCCCCCCCCC(=O)OCC(COP(=O)(OCC[N+](C)(C)C)[O-])O	C20H42NO7P	0.0
1468293590	1-palmitoyl-sn-glycero-3-phosphoserine(1-)	XIVOBOJQPNEUSC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(OCC(C(=O)[O-])[NH3+])[O-])O	C22H43NO9P-	-1.0
1468293678	PS(36:4)	DKLQKRSJZISZKW	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(OCC(C(=O)[O-])[NH3+])[O-]	C42H73NO10P-	-1.0
1468295554	1-oleoylglycerol	RZRNAYUHWVFMIP	CCCCCCCCC=CCCCCCCCC(=O)OCC(CO)O	C21H40O4	0.0
1468297023	1-linoleoyl-sn-glycerol	WECGLUPZRHILCT	CCCCCC=CCC=CCCCCCCCC(=O)OCC(CO)O	C21H38O4	0.0
1468299262	1-O-palmityl-2-acetyl-sn-glycerol	QTEHGUUSIIWOOW	CCCCCCCCCCCCCCCCOCC(OC(=O)C)CO	C21H42O4	0.0
1468299473	2'-phospho-cyclic ADP-ribose	FUQPZSKOSARDNY	OC1C2COP(=O)([O-])OP(=O)([O-])OCC3OC([n+]4cnc5n(C(C1OP(=O)([O-])[O-])O2)cnc5c4N)C(C3O)O	C15H19N5O16P3---	-3.0
1468299981	1-O-oleoyl-N-acetylsphingosine	IBQLHKWKIJLREV	CCCCCCCCCCCCCC=CC(C(NC(=O)C)COC(=O)CCCCCCCC=CCCCCCCCC)O	C38H71NO4	0.0
1468300109	2-oleoyl-sn-glycero-3-phosphocholine	SULIDBRAXVDKBU	CCCCCCCCC=CCCCCCCCC(=O)OC(COP(=O)(OCC[N+](C)(C)C)[O-])CO	C26H52NO7P	0.0
1468300117	1-oleoyl-2-stearoyl-sn-glycero-3-phosphocholine	NMJCSTNQFYPVOR	CCCCCCCCCCCCCCCCCC(=O)OC(COP(=O)(OCC[N+](C)(C)C)[O-])COC(=O)CCCCCCCC=CCCCCCCCC	C44H86NO8P	0.0
1468300125	1-O-stearoyl-N-acetylsphingosine	GQVQVSKCUMRWET	CCCCCCCCCCCCCCCCCC(=O)OCC(C(C=CCCCCCCCCCCCCC)O)NC(=O)C	C38H73NO4	0.0
1468300141	2-stearoyl-sn-glycero-3-phosphocholine	IQGPMZRCLCCXAG	CCCCCCCCCCCCCCCCCC(=O)OC(COP(=O)(OCC[N+](C)(C)C)[O-])CO	C26H54NO7P	0.0
1468300149	1-O-palmitoyl-N-acetylsphingosine	YHEINVWEQIWYCT	CCCCCCCCCCCCCCCC(=O)OCC(C(C=CCCCCCCCCCCCCC)O)NC(=O)C	C36H69NO4	0.0
1468300157	2-palmitoyl-sn-glycero-3-phosphocholine	NEGQHKSYEYVFTD	CCCCCCCCCCCCCCCC(=O)OC(COP(=O)(OCC[N+](C)(C)C)[O-])CO	C24H50NO7P	0.0
1468300165	2-arachidonoyl-sn-glycero-3-phosphocholine	IGJKYDBBINVMLH	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COP(=O)(OCC[N+](C)(C)C)[O-])CO	C28H50NO7P	0.0
1468300173	1-O-arachidonoyl-N-acetylsphingosine	CMAAWROGDNJKGL	CCCCCCCCCCCCCC=CC(C(NC(=O)C)COC(=O)CCCC=CCC=CCC=CCC=CCCCCC)O	C40H69NO4	0.0
1468300204	2-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-sn-glycero-3-phosphocholine	FTLVGMFFHDRYDI	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COP(=O)(OCC[N+](C)(C)C)[O-])CO	C30H50NO7P	0.0
1468300212	1-O-linoleoyl-N-acetylsphingosine	GGAKJIWSJJGHDP	CCCCCCCCCCCCCC=CC(C(NC(=O)C)COC(=O)CCCCCCCC=CCC=CCCCCC)O	C38H69NO4	0.0
1468300220	1-O-[(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl]-N-acetylsphingosine	CBCJAPNRANPOIX	CCCCCCCCCCCCCC=CC(C(NC(=O)C)COC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)O	C42H69NO4	0.0
1468300228	2-oleoyl-sn-glycero-3-phosphoethanolamine	NOVZJYYJYIFXJC	CCCCCCCCC=CCCCCCCCC(=O)OC(COP(=O)(OCC[NH3+])[O-])CO	C23H46NO7P	0.0
1468300244	2-linoleoyl-sn-glycero-3-phosphoethanolamine	SVRBKLJIDJHADS	CCCCCC=CCC=CCCCCCCCC(=O)OC(COP(=O)(OCC[NH3+])[O-])CO	C23H44NO7P	0.0
1468303938	11-hydroxylaurate	KQGAHNAFXMVSGY	CC(CCCCCCCCCC(=O)[O-])O	C12H23O3-	-1.0
1468304511	5-(hydroxymethyl)cytosine	RYVNIFSIEDRLSJ	Nc1nc(=O)[nH]cc1CO	C5H7N3O2	0.0
1468305171	1,2-dioctanoyl-sn-glycerol	ZQBULZYTDGUSSK	CCCCCCCC(=O)OCC(OC(=O)CCCCCCC)CO	C19H36O5	0.0
1468305337	1beta-glutathionylseleno-N-acetyl-D-galactosamine	HQOJMKFQHAKPHO	OCC1OC([Se]SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(C(C1O)O)NC(=O)C	C18H30N4O11SSe	0.0
1468306463	cdpdag	ITYHVANGBZMQML	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1ccc(nc1=O)N)[O-])[O-]	C44H79N3O15P2--	-2.0
1468307954	12dgr	JEJLGIQLPYYGEE	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCC)CO	C35H68O5	0.0
1468308058	(3S)-3-hydroxy-L-lysine	YSVMULOOWPBERR	[O-]C(=O)C([NH3+])C(CCC[NH3+])O	C6H15N2O3+	1.0
1468308074	(3S)-3-hydroxy-L-ornithine	UHPDQDWXMXBLRX	[O-]C(=O)C([NH3+])C(CC[NH3+])O	C5H13N2O3+	1.0
1468308114	tetradecan-1-ol	HLZKNKRTKFSKGZ	CCCCCCCCCCCCCCO	C14H30O	0.0
1468308186	1-palmitylglycerone 3-phosphate	KFZPNXQHABIFMZ	CCCCCCCCCCCCCCCCOCC(=O)COP(=O)([O-])[O-]	C19H37O6P--	-2.0
1468308466	1-tetradecylglycerone 3-phosphate	LDWCSWDPJMQCHY	CCCCCCCCCCCCCCOCC(=O)COP(=O)([O-])[O-]	C17H33O6P--	-2.0
1468308490	heptadecan-1-ol	GOQYKNQRPGWPLP	CCCCCCCCCCCCCCCCCO	C17H36O	0.0
1468308498	1-heptadecylglycerone 3-phosphate	RSIYSAVOBAUEIJ	CCCCCCCCCCCCCCCCCOCC(=O)COP(=O)([O-])[O-]	C20H39O6P--	-2.0
1468308506	1-octadecylglycerone 3-phosphate	DSLZSTBYLRGPIK	CCCCCCCCCCCCCCCCCCOCC(=O)COP(=O)([O-])[O-]	C21H41O6P--	-2.0
1468308642	1-linoleoylglycerone 3-phosphate	AHOBMSZBVSJMAH	CCCCCC=CCC=CCCCCCCCC(=O)OCC(=O)COP(=O)([O-])[O-]	C21H35O7P--	-2.0
1468308650	1-arachidonoylglycerone 3-phosphate	CVBWKWVHFOVIMT	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(=O)COP(=O)([O-])[O-]	C23H35O7P--	-2.0
1468310831	2-arachidonoyl-sn-glycero-3-phospho-L-serine	ITIDLBCKKSNAPK	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COP(=O)(OCC(C(=O)[O-])[NH3+])[O-])CO	C26H43NO9P-	-1.0
1468312604	N-palmitoyl-1,2-dioleoyl-sn-glycero-3-phosphoethanolamine(1-)	RSIZIZJZWMQYBR	CCCCCCCCCCCCCCCC(=O)NCCOP(=O)(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)[O-]	C57H107NO9P-	-1.0
1468313457	2-arachidonoyl-sn-glycero-3-phosphate	BDCFJMBXZCIVRH	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OC(COP(=O)([O-])[O-])CO	C23H37O7P--	-2.0
1468314597	1-palmityl-2-acetyl-sn-glycero-3-phosphate	LFXXHOKHXNWYDX	CCCCCCCCCCCCCCCCOCC(OC(=O)C)COP(=O)([O-])[O-]	C21H41O7P--	-2.0
1468318208	13-hydroxytetradecanoate	KNFJWKJXKURGQU	CC(CCCCCCCCCCCC(=O)O)O	C14H28O3	0.0
1468318240	di-hexadecanoyl-glycero-3-phospho-(1'-D-myo-inositol-3'-phosphate)	SZPQTEWIRPXBTC	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(OC1C(O)C(O)C(C(C1O)OP(=O)([O-])[O-])O)[O-]	C41H77O16P2---	-3.0
1468318247	1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-phosphate)	UZMPYXSDDZXMAI	CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(OC1C(O)C(OP(=O)([O-])[O-])C(C(C1O)OP(=O)([O-])[O-])O)[O-]	C41H76O19P3-----	-5.0
1468324376	N(4)-aminopropylspermine	UAGCUQRCYLGHHF	[NH3+]CCC[NH2+]CCCC[NH+](CCC[NH3+])CCC[NH3+]	C13H38N5+++++	5.0
1468324992	(24S)-24-hydroxycholesterol 3-linoleoate	MATQTXQZPPLBEJ	CCCCCC=CCC=CCCCCCCCC(=O)OC1CCC2(C(=CCC3C2CCC2(C3CCC2C(CCC(C(C)C)O)C)C)C1)C	C45H76O3	0.0
1468325278	p-cresol sulfate	WGNAKZGUSRVWRH	Cc1ccc(cc1)OS(=O)(=O)O	C7H8O4S	0.0
1468329895	tetradecanoyl-AMP	BAGJLYSFNJZQIG	CCCCCCCCCCCCCC(=O)OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)[O-]	C24H39N5O8P-	-1.0
1468329903	hexadecanoyl-AMP	CMRDSXPYXCUXMI	CCCCCCCCCCCCCCCC(=O)OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)[O-]	C26H43N5O8P-	-1.0
1468330541	1,2-distearoyl-sn-glycero-3-phosphocholine	NRJAVPSFFCBXDT	CCCCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(OCC[N+](C)(C)C)[O-]	C44H88NO8P	0.0
1468332750	tetradecanal	UHUFTBALEZWWIH	CCCCCCCCCCCCCC=O	C14H28O	0.0
1468333470	isomyristoyl-CoA	AIBXWGHBFFDDCX	CC(CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O)C	C35H58N7O17P3S----	-4.0
1468335911	2-demethylmenaquinol-6	UFAXPZAZHZPELJ	CC(=CCCC(=CCCC(=CCc1cc(O)c2c(c1O)cccc2)C)C)CCC=C(CCC=C(CCC=C(C)C)C)C	C40H56O2	0.0
1468339327	cobalt(1+)	BFVNPAKTAJENJQ	[Co+]	Co+	1.0
1468339335	methyl-Co(2+)	YMTZLGGIBUNCMX	C[Co+2]	CH3Co++	2.0
1468340454	N-palmitoyl-1-oleoyl-sn-glycero-3-phosphoethanolamine(1-)	VSRSTHVWSWNJCC	CCCCCCCCCCCCCCCC(=O)NCCOP(=O)(OCC(COC(=O)CCCCCCCC=CCCCCCCCC)O)[O-]	C39H75NO8P-	-1.0
1468340526	N-hexadecanoyl-sn-glycero-3-phosphoethanolamine(1-)	FIXMIXZULLAMCB	CCCCCCCCCCCCCCCC(=O)NCCOP(=O)(OCC(CO)O)[O-]	C21H43NO7P-	-1.0
1468340550	N-oleoyl-sn-glycero-3-phosphoethanolamine	VBNXVCGZJCGEKO	CCCCCCCCC=CCCCCCCCC(=O)NCCOP(=O)(OCC(CO)O)[O-]	C23H45NO7P-	-1.0
1468341784	3-dehydrocarnityl CoA	QNOIWONXQXNHSB	O=C(NCCSC(=O)CC(=O)C[N+](C)(C)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O	C28H44N8O18P3S---	-3.0
1468341792	N,N,N-trimethylglycyl-CoA	YKDFVXJTYIVYPM	O=C(NCCSC(=O)C[N+](C)(C)C)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O	C26H42N8O17P3S---	-3.0
1468343204	1-(methylthio)ribulose 5-phosphate	JQZPXWYLEQDBGH	CSCC(=O)C(C(COP(=O)([O-])[O-])O)O	C6H11O7PS--	-2.0
1468346515	(24S,25)-dihydroxycholesterol	OFNJCHBCBBSWHW	OC1CCC2(C(=CCC3C2CCC2(C3CCC2C(CCC(C(O)(C)C)O)C)C)C1)C	C27H46O3	0.0
1468346523	(24S,26)-dihydroxycholesterol	XMULUVSUDUCTFU	OCC(C(CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C)O)C	C27H46O3	0.0
1468348512	2-hydroxyacrylic acid	FEWFXBUNENSNBQ	OC(=O)C(=C)O	C3H4O3	0.0
1468353658	(R)-2-hydroxybutanoyl-CoA	AIYBLGFBHQLGMH	CCC(C(=O)SCCNC(=O)CCNC(=O)C(C(COP(=O)(OP(=O)(OCC1OC(C(C1OP(=O)([O-])[O-])O)n1cnc2c1ncnc2N)[O-])[O-])(C)C)O)O	C25H38N7O18P3S----	-4.0
1468356295	2-O-[alpha-D-mannosyl-(1->2)-alpha-D-glucosyl]-D-glycerate	YYJFQOMCNVLANJ	OCC(C(=O)[O-])OC1OC(CO)C(C(C1OC1OC(CO)C(C(C1O)O)O)O)O	C15H25O14-	-1.0
1468358142	2-hydro-beta-NADP	SNZSFAQYVLPEBZ	OC1C(O)C(OC1N1C=CC=C(C1)C(=O)N)COP(=O)(OP(=O)(OCC1OC(C(C1O)OP(=O)([O-])[O-])n1cnc2c1ncnc2N)[O-])[O-]	C21H26N7O17P3----	-4.0
1468358150	1,2-Dihydro-beta-NAD	TVJJIHUATXWSJG	OC1C(O)C(OC1N1C=CC=C(C1)C(=O)N)COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)[O-])[O-]	C21H27N7O14P2--	-2.0
1468358158	6-hydro-beta-NADP	UADKDCHYFVMAQG	OC1C(O)C(OC1N1CC=CC(=C1)C(=O)N)COP(=O)(OP(=O)(OCC1OC(C(C1O)OP(=O)([O-])[O-])n1cnc2c1ncnc2N)[O-])[O-]	C21H26N7O17P3----	-4.0
1468359558	hexanal	JARKCYVAAOWBJS	CCCCCC=O	C6H12O	0.0
1468361058	4-nitrophenyl alpha-L-fucoside	YILIDCGSXCGACV	OC1C(OC(C(C1O)O)C)Oc1ccc(cc1)[N+](=O)[O-]	C12H15NO7	0.0
1468363743	12,20-DiHETE	NUPDGIJXOAHJRW	OCCCCCC=CCC(C=CC=CCC=CCCCC(=O)[O-])O	C20H31O4-	-1.0
1468367517	Bacteriochlorophyllide g	CHICHWZMHHMIBG	COC(=O)C1C(=O)c2c3C1=C1C(CCC(=O)O)C(C4=[N+]1[Mg-2]15n3c(c2C)C=C2[N+]5=C(C=c3n1c(=C4)c(c3C=C)C)C(C2=CC)C)C	C35H34MgN4O5	0.0
